,timestamp,header,text
114,2016-11-02 19:41:22,,"Our man at Progressive Field
Les Carpenter has filed this report as we get set for Game 7:
Final games of a series are always fun because managers are released to use any pitcher they see fit to win the ultimate game. Remember Clayton Kershaw in Game 5 of the NLDS coming out of the bullpen to get the last two outs of the clinching game for the Dodgers? It feels like about four months ago. Both managers tonight have that same dilemma but in different ways.
Cleveland?s Terry Francona has a reasonably-rested ace reliever Andrew Miller to use tonight if he needs. Francona gave no indication about how long he will pitch Miller ? if at all ? but he talked about how he has brought Miller into games in the fifth inning in the past and left open the idea that he would again in this game.
Cubs manager Joe Maddon talked to Game 5 starter Jon Lester after last night?s game and suggested that Lester could pitch at least an inning or two if the Cubs needed him.
?Jon?s able,? Maddon said. ?I don?t want to put him into a dirty inning, I don?t think that would be appropriate. But being that it?s on his regular workout day, he?s probably got a solid two in him.?
Maddon also said he did not regret using his closer Aroldis Chapman for long stretches in the last two games, potentially weakening Chapman?s effectiveness.
?It?s about winning now,? Maddon said. ?Yesterday that was a real clear-cut decision for me, how to work (the 7th inning when Chapman came in) the threat there was that had we not done it then Aroldis would have had a mores stressful 1- 1 2/3 innings in the eighth and ninth.?
END - David here again...
It?s interesting about Lester - and remember, his entering the game also means a switch at catcher, a move that means less in the American League. David Ross has caught all but three of Lester?s innings this season."
113,2016-11-02 19:45:15,,"Email
Here?s a little numerology from reader Mark Wagner. He writes:
?71 years since cubs pennant. 71 degrees at 7:10 game time. 108 years since title. Every baseball has 108 stitches. This means either, the tides has reversed or. . . many more years of misery??"
112,2016-11-02 19:48:25,,"Ratings
You may have heard by now that ratings wise, this World Series has been a monster. Actually, the Mets Giants NL Wildcard game was the most watched in the history of that early-round affair, so to some degree, this has been building. In an era of declining ratings across the board, and during a time where the NFL has ruled the TV ratings universe, and even during a period where the US election has dominated, Major League Baseball is ruling the roost, and that has got to be music to the ears of commissioner Rob Manfred.
Here?s a post from our friends at the AP about ratings:
The Chicago Cubs? 9-3 win over Cleveland was the most-watched World Series Game 6 since 1997.
Tuesday night?s game had a 13.3 rating and 23 share on Fox, drawing 23.4 million viewers. It was the highest-rated Game 6 since the New York Yankees? 2009 clincher against Philadelphia drew a 13.4/22 and the most-watched since Cleveland?s win at Florida in 1997 was seen by 23.7 million.
The game drew 425,000 for Spanish-language coverage on Fox Deportes and 151,000 for digital coverage on Fox Sports Go, for a total audience of 24 million.
This year?s Series entered Game 7 averaging an 11.3/20 and 20 million viewers, the most watched since Boston?s four-game sweep of St. Louis in 2004.
The rating is the percentage of television households tuned to a program, and the share is the percentage showing a broadcast among those homes with TVs on at the time."
111,2016-11-02 19:52:57,,"National Anthem
The string section of the Cleveland orchestra are playing the national anthem, and the fans, invited to sing along, are doing just that. They?re putting together a simple and elegant version that, at least for me, is pitch perfect. I give it full points, 10/10, and I?m not sure I?ve ever awarded that score before. A tremendous start to the festivities!"
110,2016-11-02 19:54:40,,"Our man at Progressive Field
Here?s Les: 
It?s interesting, after a day of talking about how Cubs fans were going to snatch up tens of thousands of tickets and turn Progressive Field into another Wrigleyville, the stands have now filled and the crowed is decisively Cleveland ? as it should be given this is Game 7 in the Indians home park. There are probably more Cubs fans here than last night but red still dominates over the blue and the roars for Cleveland players are louder than those for Chicago?s."
109,2016-11-02 19:57:26,,"Predictions
Well, I predicted the Indians back in July, and then again in October. Why stop now? 
I like the Tribe to take it 6-4, with the Cubs scoring mostly in garbage time. I also love Davis starting in center field
How about you Hunter?


Hunter Felt 
(@HunterFelt)
My prediction: Game 7 will be a letdown, drama-wise. I'm thinking early blowout. Have no idea who will prevail though. @LengelDavid

November 2, 2016"
108,2016-11-02 20:00:51,,"Email
I believe that Charlie Sheen is in the house, so we already know that blue star loves Anacott Steel...and Germany likes the Cubs, or at least Stephen Parrish does:
?Hi David! I?m an Illinois boy following your updates from faraway Germany. I?ve waited fifty years for this day. Go Cubbies!"
107,2016-11-02 20:02:11,,"From the Yan Gomes contingent:


Gilson Rodrigues 
(@GilsonR82947408)
@LengelDavid @GdnUSsports As a Brazilian I'm not a baseball fan, but rooting for Chicago today! GO CUBS! #FlyTheW #WorldSeries #Cubs

November 2, 2016


and then this...


Michael Gale 
(@MichaelG_76)
@LengelDavid Any truth in the rumours that the Indians have Steve Bartman patrolling the outfield bleachers tonight?

November 2, 2016


I suspect not, but you never know."
106,2016-11-02 20:03:13,First pitch!,Dexter Fowler takes a strike on the outer half of the plate from Corey Kluber and Game 7 is finally underway!
105,2016-11-02 20:05:46,"HOME RUN! Cubs 1-0 Indians, top of the first","MLB 
(@MLB)
.@DexterFowler out here making #Game7 history. pic.twitter.com/n7MwVPjxMt

November 3, 2016


Dexter Fowler hits a deep drive to center field, Rajai Davis at the wall, leaping and he can?t get it - that ball is UP AND OVER THE WALL! The Cubs have the first ever leadoff home run in the history of World Series Game 7 baseball! Chicago strike first!





























  Dexter Fowler sends the ball into the crowd. Photograph: Tommy Gilligan/USA Today Sports"
104,2016-11-02 20:07:44,,"Cubs 1-0 Indians, top of the first
Schwarber hits a little roller towards the hole between second and first - Lindor, playing in the shift, has it but the throw is not in time! The Cubs have a home run and a base hit before the first out is recorded and there is panic on the streets of Cleveland, early!"
103,2016-11-02 20:08:03,,"Hunter Felt 
(@HunterFelt)
@LengelDavid Okay, one batter into the game and already my prediction is looking pretty good.

November 3, 2016


Not mine!"
102,2016-11-02 20:11:23,,"Cubs 1-0 Indians, top of the first
Kris Bryant socks one all the way to the right field wall but Lonnie Chisenhall is there to make the catch and Tribe fans exhale...and breathe a little easier after Anthony Rizzo is retired on a pop to center field. Two down now for Ben Zobrist."
101,2016-11-02 20:12:07,,"Cubs 1-0 Indians, top of the first
Someone wake up the Indians - Schwarber takes off and is half way to second base before Kluber even lifts his leg. What in tarnation is happening out there?"
100,2016-11-02 20:13:45,,"Cubs 1-0 Indians, top of the first
Zobrist gets under a Kluber slider and skies out to right field end the inning. It?s a rough start for the home team, but they?re only down a run - it could have easily been worse."
99,2016-11-02 20:15:03,,"Our man at Progressive Field
Reaction to Fowler?s home run has Les walking back his initial estimation of Cubs fans:
?I stand corrected on the number of Cubs fans in the park. There are a lot of them here, maybe as many as 40 percent. It seemed like a shoe stadium of arms flew into the air when Fowler?s home run cleared the center field fence. The roar was pretty loud.?"
98,2016-11-02 20:18:29,,"Cubs 1-0 Indians, bottom of the first
Santana is first-pitch swinging and scorches a line drive, but right into the glove of Jason Heyward who holds on for the first out of the inning. 
Then Jason Kipnis, easily the hottest Indians hitter, is then lulled by a Hendricks change up. Here comes Francisco Lindor with two down."
97,2016-11-02 20:19:47,,"Cubs 1-0 Indians, bottom of the first
Lindor reaches after Javier Baez, throwing from his knees, slips and misfires - that?s an E4 on the second baseman, and a two-out runner for Cleveland and Mike Napoli. Can the Indians capitalize on the extra out?"
96,2016-11-02 20:21:02,,"Cubs 1-0 Indians, bottom of the first
Napoli breaks his bat as the ball bounces to Addison Russell at shortstop - he sidearms the throw to Baez over at second base for the force play and the Indians are retired in the second."
95,2016-11-02 20:22:10,,"Tim Griffiths 
(@TimGradio)
I've died and gone to dreamland, right? @Cubs @LengelDavid @GdnUSsports

November 3, 2016


Maybe, I can at least confirm this isn?t Iowa."
94,2016-11-02 20:27:19,,"Cubs 1-0 Indians, top of the second
Nerves of Indians fans settle as Kluber retires his fourth straight Cubs batter- Russell pops up to short for the first out. Now here?s the Willson Contreras.
The catcher pops to right for the second out and now it?s up to Jason Heyward, who is all glove and no stick. He hits a soft fly ball that can?t find the outfield grass: his broken-bat pop up is easily handled by Lindor, inning over"
93,2016-11-02 20:30:45,,"Email
Ben Corless writes: 
?4am start in Mauritius for the World Series. First at bat homer a good way to wake up! #gocubs?
That?s hardcore!"
92,2016-11-02 20:32:43,,"Cubs 1-0 Indians, bottom of the second
Jose Ramirez, who homered in Game 5 hits a rocket up the middle and off Hendricks - Russell tries to make the pick bare handed and can?t come up with it - lead off runner on for the Indians! Here?s Chisenhall up to try and make hay."
91,2016-11-02 20:34:19,,"Cubs 1-0 Indians, bottom of the second
RAMIREZ IS PICKED OFF! Hendricks catches him leaning and that really costs Cleveland because Chisenhall follows with a base hit to left field! So instead of two on nobody out, it?s one on and one out."
90,2016-11-02 20:36:51,,"Cubs 1-0 Indians, bottom of the second
Disaster or the Tribe - Davis bounces 5 to 4 to 3 - that?s two outs, one time! A huge double play, and a tough one at that, with the speedy Davis chugging up the first base line. That inning looked like it could have been a whole lot more, but Cleveland come up empty!
The good news? At the very least they know they can touvch Hendricks."
89,2016-11-02 20:38:01,,"Have you seen this?
I hadn?t, until now...


GIO 
(@RaysFanGio)
2016 World Series. Cubs vs IndiansAnd then the world will end with the score tied in game seven in extra innings #apocalypse

November 4, 2014


Make sure you check the date - that?s 2014 ladies and gentleman, and that is completely bananas."
88,2016-11-02 20:39:58,,"Cubs Starters
FOX TV here in the US shows us pictures of Cubs starters heading out to the bullpen. Among them is Jon Lester, who can?t throw to first, a problem talked about ad nauseam, even though it really hasn?t had much to do with anything lately."
87,2016-11-02 20:43:09,,"Cubs 1-0 Indians, top of the third
Baez pops to left, easy for Coco Crisp, then Dexter Fowler lines to right, and Lonnie Chisenhall makes the play. 
Now Schwarber has a base hit to the right field corner - he makes the turn and is heading to second - Chisenhall?s throw is RIGHT ON TARGET - one hop and Schwarber is out! 
Tremendous play all around, and Cleveland have something to cheer about as they run back to the dugout."
86,2016-11-02 20:45:23,,"Matt Sim 
(@mattiemoo87)
@LengelDavid what is Schwarber doing. I run faster than that.

November 3, 2016




Hunter Felt 
(@HunterFelt)
Hey Indians and Cubs, maybe start playing station-to-station here on out? @LengelDavid

November 3, 2016


Unusual decision, especially with Bryant and Rizzo coming up..."
85,2016-11-02 20:49:34,,"Cubs 1-0 Indians, bottom of the third
Yes, it seems the Indians can hit Hendricks - Crisp has a lead off double.
Now bunt fans the world stand up and cheer as Roberto Perez drops a sacrifice that does the job to a tee. With runs at a premium, Crisp is at third with one out and a sac fly will tie this ballgame."
84,2016-11-02 20:50:21,"RUN! Cubs 1-1 Indians, bottom of the third","Santana, a line drive over the extended arm of Anthony Rizzo - that ball is in right field - here comes Crisp and we are tied in Game 7!"
83,2016-11-02 20:53:40,CHALLENGE!,"Kipnis, an all-star, a big left-hand batter, hits a bouncer to the left side - Russell has it at short, tosses to Baez who has it, then drops it! The umpire calls out, but they?ll look at this.
Did Baez drop it in the transfer, meaning Santana would be out, or did he just plain drop it? I think it?s the latter."
82,2016-11-02 20:55:48,CALL OVERTURNED!,"Javier Baez loses sight of the ball. Photograph: Tommy Gilligan/USA Today Sports


So that?s an error on Javier Baez, his second of the evening, and that means the Indians have runners on first and second with the hear of the order coming up with one man down. 
Cleveland must take their chances - and this is certainly one of them. Here?s Lindor, and it?s already 2-0...
Cubs pitching coach Chris Bosio comes out mid-count - that?s how vital this inning is."
81,2016-11-02 20:58:28,,"Cubs 1-1 Indians, bottom of the third
Lindor can?t make Hendricks pay for being down in the count and he pops to left field for the second out of the inning . That?s a huge play in this game, and leaves it for the slumping Mike Napoli. 
Did I mention there?s bullpen action for the Cubs? Montgomery is up, even with all those starters available."
80,2016-11-02 20:59:52,,"Cubs 1-1 Indians, bottom of the third
Napoli rakes a laser beam, but it?s right at Kris Bryant: Hendricks is out of trouble, but not before Cleveland tie this game!"
79,2016-11-02 21:02:15,,"Peter knightly 
(@KnightlyPeter)
@LengelDavid almost one in the morning, work tomorrow - surviving on coffee!

November 3, 2016


Unusual hours all around - Hayden Cole is trying to look busy in his office while following along in New Zealand, while Christopher Burnham is slacking in Perth, not to mention Ben Coreless, chugging along as the sun rises in Mauritius. 
Then there?s Luke Zagorski in the UK
?So excited, I may die.?"
78,2016-11-02 21:05:41,,"Cubs 1-1 Indians, top of the 4th
Lots of talk on FOX TV in the US about Kluber coming out soon. But why? He?s had just one blip, is pitching reasonably well, and is at just 40 pitches. Francona should ride that as long as he can. 
Meanwhile, Lester is warming in the pen, and I buy that a lot more - Cleveland are on to Hendricks. 
Now Bryant hits a ground ball through the hole and Chicago have a leadoff runner on with Rizzo coming up."
77,2016-11-02 21:11:09,,"Cubs 1-1 Indians, top of the 4th
Kluber is watching Bryant at first and is ahead 0-2 to Rizzo before he?s hit!
That means Rizzo walks to first - two on and no outs for Zobrist.
He bounces into a force play - Napoli to Lindor - out! The throw was high, but it seems that umpire John Hirschbeck got it right, and so that out will stick. 
Runners at the corners with one out for Russell."
76,2016-11-02 21:13:23,"RUN! Cubs 2-1 Indians, top of the 4th","MLB 
(@MLB)
SAFE! Under the tag! #Game7 pic.twitter.com/ausiWLqXCQ

November 3, 2016


Shallow fly ball - Davis has it, Bryant tags, there?s a play a the plate - SAFE! Cubs take the lead!
It was extremely close - Davis seemed to hesitate just a touch and that may have made the difference. 
By the way, Zobrist is heads up, tagging up on the play, so he?s at second with one out. 
Contreras is next with that big runner ion scoring position."
75,2016-11-02 21:14:46,"RUN! Cubs 3-1 Indians, top of the 4th","Contreras, fly ball to center, Davis is running, turns his back and runs some more - that ball is down AND OFF THE WALL! HEre comes Zobrist and the Cubs take a two run lead!
So much for my wanting to keep Kluber in - Andrew Miller warms in the Cleveland bullpen."
74,2016-11-02 21:18:03,,"Cubs 3-1 Indians, top of the 4th
Kluber was great, and then he unraveled quickly, way too fast for Cleveland?s bullpen to get up. 
Ed Clark wanted him out:
?Kluber is on short rest x2. That?s why they should take him out.?
At any rate, this inning is over after Heyward pops out to short, but it?s a big inning for Chicago as they score twice."
73,2016-11-02 21:22:35,,"Meanwhile, the world watches the Series


Alan Dooley 
(@alanmdooley)
Was checking online but had to get out of bed to watch this.....Wow. #worldseries #leicester #portugal #bulldogs #mustbecubs @LengelDavid

November 3, 2016




Trey Geiger 
(@treygeiger)
@LengelDavid thanks for the play by play; total lifesaver as my 9 mo old daughter will only sleep on my shoulder in the dark (no TV)!

November 3, 2016


I know that feeling! hang in there!


Katie Yandrick 
(@katieyandrick)
8am in Thailand and rooting for the #cubbiesin7 while writing lesson plans! Thanks, @espnaudio and @LengelDavid for making it possible!

November 3, 2016




Benton Wecker 
(@BentonWecker)
@LengelDavid So much drama in #WorldSeries #Game7 already! Following from Brisbane where it is now lunchtime #GoCubsGo

November 3, 2016




Benton Wecker 
(@BentonWecker)
@LengelDavid So much drama in #WorldSeries #Game7 already! Following from Brisbane where it is now lunchtime #GoCubsGo

November 3, 2016


Is this the World Cup Final? 
Justin Kavanagh thinks he?s going back to the future:
?Hold on a second! A minute-by-minute with J. Baez, Santana, and Hendricks (sic.)? I think I?m having a 60s acid flashback!!!?
And Christopher Metta Bexar is in trouble:
?I might top everyone; was outed by my professor for following MBM in my--wait for it--theology grad class. Yes, there are prayers for Cubs delivery from the goat curse! Trust me...(and yes, I?m still following along!)?"
72,2016-11-02 21:24:01,,"Expensive ticket...


Bob Nightengale 
(@BNightengale)
Wow, 60% of the tickets being sold for Game 7 are Cubs' fans traveling from Illinois, according to StubHub, with a median price of $1,823

November 2, 2016"
71,2016-11-02 21:27:19,,"Cubs 3-1 Indians, bottom of the 4th
Now that we?ve toured the world, back to baseball, and an easy inning for Hendricks: Ramirez grounds, Chisenhall pops out, and so does Davis. To the 5th!"
70,2016-11-02 21:30:00,"HOME RUN! Cubs 4-1 Indians, top of the 5th","Javier Baez makes up for his two errors by blasting a home run to right center field! Hugs all around in the dugout, and that chases Kluber - who should not have never EVER come out in the fifth. Right?"
69,2016-11-02 21:32:18,,"Alan Dooley 
(@alanmdooley)
Wonder how Tyler Naquin is feeling now? #MomentumShift @LengelDavid

November 3, 2016


Probably not so hot. 
Just consider this for a moment - the Chicago Cubs are 15 outs from winning the World Series...true story.
Meanwhile, here comes Andrew Miller to try and settle this down."
68,2016-11-02 21:33:41,,"Cubs 4-1 Indians, top of the 5th
And Fowler rips a base hit to left! Oh boy...is the party on? Too soon?"
67,2016-11-02 21:35:09,,"Cubs 4-1 Indians, top of the 5th
Not so fast - Schwarber goes down on the 6-4-3 double play...or does he.
Will they take a look at this? Yes they will. He looks out to me."
66,2016-11-02 21:36:31,,"Cubs 4-1 Indians, top of the 5th
The call stands and now Kris Bryant comes up with two down and the bases empty - he?s 1-2 and scored a run. 
Also, it looks like Jon Lester will come in this game shortly."
65,2016-11-02 21:38:22,,"Michael Gale 
(@MichaelG_76)
@LengelDavid What to make of Kluber? Was that Cy Young an outlier or is he really one of the very elite? Not on tonight's showing

November 3, 2016


Tough crowd - three straight games on short rest and dominating for two of them. Here?s his line tonight:
4IP 6H 4R 4ER 0BB 2HR"
64,2016-11-02 21:41:26,,"Cubs 4-1 Indians, top of the 5th
Bryant makes Miller work and is rewarded - the Tribe reliever issues a two out walk.
Meanwhile, FOX TV here in the US has David Ross on a hot mic in the dugout, which provides us this exchange. 
Rizzo: ...I?m an emotional wreck right now
Ross: It?s only going to get worse...wait for the ninth with a three run lead. 
And here?s Rizzo."
63,2016-11-02 21:43:16,"RUN! Cubs 5-1 Indians, top of the 5th","The Indians feel the heat. Photograph: Ken Blaze/USA Today Sports


Rizzo rakes a hit to right - Bryant is busting it, rounding second, third - HERE COMES BRYANT - and he?s SAFE! Tremendous base running!
And a huge, tack on run for the Cubs who are able capitalize on a two-out walk!"
62,2016-11-02 21:44:55,,"Cubs 5-1 Indians, top of the 5th
It?s a bad time for Miller to turn human, isn?t it?
Now Zobrist hits a deep DEEP fly ball, but Davis is able to track it down at the wall and the side is retired, but not before the Cubs put even more runs on the board!"
61,2016-11-02 21:47:24,,"Cubs 5-1 Indians, bottom of the 5th
Maddon brings out Hendricks for another inning, which makes a heck of a lot of sense because he?s settled down. 
And Hendricks has the first out of the fifth after Crisp bounces out to first."
60,2016-11-02 21:49:16,,"Stephen Clark 
(@bfc_Steve)
hey @JoePruski, do you think we might have entered into a new universe? #WorldSeries #cubbies. No TV so following it @LengelDavid

November 3, 2016




Martin McVeigh 
(@MJMcVeigh)
@LengelDavid only Rick Vaughn can save the Indians now

November 3, 2016


Not unless he can hit..."
59,2016-11-02 21:53:38,,"Cubs 5-1 Indians, bottom of the 5th
With one out, Perez is caught looking: Santana should?ve been as well, but home plate umpire Sam Holbrook was watching a different pitch. 
So Santana is on with a two out walk and here comes Maddon and he?s bringing his hook!
Jon Lester is coming in to this ballgame, mid-inning, because there is no one else on the roster who can hold a four run lead other than a starter who can?t hold runners doesn?t pitch in relief, apparently.
This better work..."
58,2016-11-02 21:55:46,,"Cubs 5-1 Indians, bottom of the 5th
So here?s Lester, big left handed hurler, on to face the Indians lefty Jason Kipnis in a key at-bat. He?s ahead 1-2..."
57,2016-11-02 21:58:44,,"Cubs 5-1 Indians, bottom of the 5th
Kipnis, a little knubber, nearly half way to third base - Ross pounces on it because there?s no way Lester will even touch it, has to hurry and the ball gets away at first as Rizzo and Kipnis collide! Santana heads to third, Kipnis moves over to second and Cleveland have two on and two out for Lindor!
Wild play!"
56,2016-11-02 22:01:28,"RUNS! Cubs 5-3 Indians, bottom of the 5th","Lester?s pitch is in the dirt, gets away from Ross and the ball bangs off the back stop - Santana scores and HERE COMES KIPNIS - HE?S SAFE! It?s a two-run wild pitch by Lester, and Cleveland are right back in it! 
Ross, who was hit on the chin and shaken up, grimaces, while Maddon swallows hard! Out of nowhere it?s a two-run ballgame. Wow!"
55,2016-11-02 22:02:39,,"Cubs 5-3 Indians, bottom of the 5th
What started with a two-out walk and a questionable pitching change and a two-run rally, ends with a strikeout by Francisco Lindor, but we have a game again thanks to a half-inning I can only describe as bananas."
54,2016-11-02 22:05:07,,"Matt Sim 
(@mattiemoo87)
@LengelDavid arghh. Why take out Hendricks looked in no trouble. Should have had the out.

November 3, 2016


The umpire changed that inning, no question."
53,2016-11-02 22:06:50,,"Cubs 5-3 Indians, top of the 6th
Well, my heart is racing and I can?t stop it. What to do? Breathe, breathe.
Miller is back and has the first out -Russell pops up in foul ground, Napoli has it, one away."
52,2016-11-02 22:09:34,"HOME RUN! Cubs 6-3 Indians, top of the 6th","The retiring Ross, at the center of the action a half-inning ago hits a long drive to center - Davis is back, AT THE WALL AND IT?S GONE!
Chicago get a run back as Grandpa goes deep! And if Maddon isn?t totally out of his mind, he?s not even in the game!
Has Miller finally burned out before our eyes? And why is he still pitching?"
51,2016-11-02 22:12:33,,"Cubs 6-3 Indians, top of the 6th
Heyward grounds out, Baez strikes out and another eventful inning is in the books.
How will it end?"
50,2016-11-02 22:13:27,,"Alan Dooley 
(@alanmdooley)
Wow. Epic comeback after that error. #ballsofsteel #WorldSeries @LengelDavid

November 3, 2016


Yeah, not a bad encore at all."
49,2016-11-02 22:16:40,,"Cubs 6-3 Indians, bottom of the 6th
Lester strikes out Napoli and lord help Cleveland if he finds a rhythm. Now it?s Jose Ramirez batting with one out and nobody on."
48,2016-11-02 22:19:20,,"Cubs 6-3 Indians, bottom of the 6th
Tremendous stretch by Rizzo helps Russell nail Ramirez after a bouncer to short - two down! And Guyer comes up, pinch hitting for Chisenhall, and delivers! 
It?s a two-out base hit, bringing up Davis looking fore a big knock here. Will Guyer run? He really should..."
47,2016-11-02 22:21:54,,"Cubs 6-3 Indians, bottom of the 6th
Lester falls behind Davis, but is able to coax a routine ground ball to second out of the outfielder. Chicago are nine outs away from a World Series title!"
46,2016-11-02 22:23:39,,"John Halton 
(@IWalkTheHill)
@LengelDavid @GdnUSsports This is some Game 7 for the neutral. Nail biting for a long suffering (and very tired) Cubs fan in the UK.

November 3, 2016


You would think but I?m a neutral and totally stressed out!"
45,2016-11-02 22:26:04,,"Cubs 6-3 Indians, top of the 7th
Fowler with another base hit to lead off the seventh! And Miller is still out there! That is un-bleeping-real! Where is Bryan Shaw??"
44,2016-11-02 22:28:37,,"Email
?Got to give you a shout out ?Thank you? for doing this. I?m in the mountains in AZ at a cabin, no tv, no radio, just internet. Stumbled on to this and it?s doing the job. Thanks to your effort I get the game almost like watching it. Way cool!Thanks again, Dorell?
We?re here for you Dorell! Enjoy that mountain air."
43,2016-11-02 22:31:21,,"Cubs 6-3 Indians, top of the 7th
Schwarber hits a fly ball to left that?s hooking toward the foul pole - Crisp is there to put it away near the line and that?s the first out of the inning, that as we see pictures of Bill Murray and Charlie Sheen. 
Now it?s OK to go to the closer Cody Allen, says Tito. Shaw must be furious - he?s given up one run in seven ALCS and WS innings."
42,2016-11-02 22:32:26,,"More air up there
Simon Higgins is up, up and away!
?I?m flying Auckland to San Francisco following your ball by ball coverage on dodgy United Airlines wifi. Thanks for the entertainment!?"
41,2016-11-02 22:34:29,,"Cubs 6-3 Indians, top of the 7th
So here?s Allen, who, to be fair, has allowed zero runs in 16 and 2/3 innings. It?s not that he shouldn?t be pitching now, but Shaw should have had the inning prior, but I?m moving on now. 
He has a big task - set down Kris Bryant with one down and a runner on first."
40,2016-11-02 22:36:25,,"Brandon Hull 
(@ersatzS2)
9 outs away Grandma! Watching game via @LengelDavid https://t.co/Hi9tGB9Cou

November 3, 2016


Is it gonna happen? It may happen!"
39,2016-11-02 22:38:44,,"Cubs 6-3 Indians, top of the 7th
Bryant whiffs and Fowler is cut down looking to run! It?s a strike?em out, throw?em out, and that ends the inning with Chicago counting down the outs!"
38,2016-11-02 22:40:35,Seventh inning stretch!,"Get up, shake it out, wherever you are, and enjoy this version of Take Me Out to the Ball Game from...1908.





Vintage."
37,2016-11-02 22:43:00,,"Cubs 6-3 Indians, bottom of the 7th
Lester remains and continues to retire Cleveland Indians - this time it?s Crisp, popping out to left field where Zobrist is waiting. Roberto Perez is next..."
36,2016-11-02 22:48:10,,"Cubs 6-3 Indians, bottom of the 7th
Lester just misses on 2-2 so the count is full to the Tribe?s backstop. Perez wastes one straight back, before Lester misses inside - a walk and a one-out base runner, who is then replaced by the speedier Naquin.
Now Santana hits a comebacker - that?s a tailor made double play ball for almost any other pitcher, but not Lester. He manages to make the throw to first base to get the runner, but Naquin is in scoring position. 
Let?s see if Jason Kipnis can make him pay."
35,2016-11-02 22:49:31,,"Cubs 6-3 Indians, bottom of the 7th
It?s 1-2 to Kipnis who chases a ball low and away and that?s the inning! 
Lester roars off the Progressive Field mound as the Cubs draw even closer to that elusive World Series title, six - outs - away!"
34,2016-11-02 22:53:32,,"Cubs 6-3 Indians, top of the 8th
Allen gets Rizzo on strikes - the ball gets away but Gomes, the new Brazilian catcher, has it and fires over to first base for the out. One down."
33,2016-11-02 22:55:38,,"Cubs 6-3 Indians, top of the 8th
Now Zobrist is up he cracks a sharply hit ground ball that is backhanded down the chalk by Napoli who runs over to the bag for the second out. Now it?s Russell."
32,2016-11-02 22:56:52,,"Chris Hayward 
(@Glad1atus)
Regardless of who wins, it is going to be historic. Starting to get to the nerve jangling last few outs... @LengelDavid #WorldSeries

November 3, 2016




Bink Arguello 
(@bink_arguello)
@LengelDavid Chicago Is Going To Win And The Hole world is going to celabrating

November 3, 2016


The celebrating may cause a hole in the world."
31,2016-11-02 22:59:21,,"Cubs 6-3 Indians, top of the 8th
Russell pops to the right side - easy for Napoli, side retired. Now, about these six outs..."
30,2016-11-02 23:00:12,,"This film is called When Grandpa Strikes!



MLB 
(@MLB)
Say goodbye, @D_Ross3. #Game7 pic.twitter.com/lJLblgpvlB

November 3, 2016"
29,2016-11-02 23:01:44,,"Cubs 6-3 Indians, bottom of the 8th
Lester is still in there - could he go all the way? 
Lindor hits a rocket but it?s right to first base and Anthony Rizzo. Five outs to go."
28,2016-11-02 23:04:09,,"Cubs 6-3 Indians, bottom of the 8th
Napoli is caught looking as the would-be Cubs curse killing architect Theo Epstein looks on with his son! That?s four K?s for Lester and now that ring is four outs away!"
27,2016-11-02 23:07:06,,"Cubs 6-3 Indians, bottom of the 8th
Ground ball to shortstop and it?s too to tough for Russell - that?s a two-out base hit for Jose Ramirez. 
Here comes Maddon, there goes Lester and here comes Aroldis Chapman, on to face Guyer!
That?s 3.1 innings for Lester on just two days rest, who leaves after doing his best Madison Bumgarner impression."
26,2016-11-02 23:09:38,,"Cubs 6-3 Indians, bottom of the 8th
So here?s Aroldis Chapman, who has been asked to take on an incredible workload to help the Cubs take this all the way home. 
He needs four outs to help make dreams come true in Chicago."
25,2016-11-02 23:12:13,"RUN! Cubs 6-4 Indians, bottom of the 8th","Five o?clock lightning! Guyer strikes, a double in the right field gap - Ramirez comes around to score and it?s a two-run ballgame!
The Tribe are a blast away from tying this game! 
Here?s comes Rajai Davis."
24,2016-11-02 23:17:01,"HOME RUN! Cubs 6-6 Indians, bottom of the 8th","MLB 
(@MLB)
Rajai. Davis. Cleveland. Legend. #Game7 pic.twitter.com/PptzTVwcu5

November 3, 2016


Rajai Davis - a line drive rocket to left has enough! IT?S OUT OF HERE! CLEVELAND HAVE HUNG A THREE-SPOT IN THE EIGHTH! We are tied - this is happening!!!!
And now Crisp has a hit! 
The champ is cut and bleeding - Chapman, is flaming out, and curses are creeping up on Chicago!!





























  Rajai Davis rounds the bases after his two-run homer levels the game. Photograph: Ezra Shaw/Getty Images"
23,2016-11-02 23:17:40,,"Hunter Felt 
(@HunterFelt)
Okay I'm officially withdrawing my prediction that there was no way Game 7 could live up to the massive hype. @LengelDavid

November 3, 2016


LeBron likes what he sees! The internet will break!"
22,2016-11-02 23:21:07,,"Cubs 6-6 Indians, bottom of the 8th
Travis Wood is up in the bullpen - he?s one of those relievers Maddon has absolutely no faith in. Meanwhile, the three-run, two-out rally is over after Yan Gomes strikes out, and, believe it, we go to the ninth inning, tied!"
21,2016-11-02 23:21:39,,"Michael Gale 
(@MichaelG_76)
@LengelDavid Rajai Davis Home Runs, almost as rare as Cubs World Series wins. Who'd have predicted that??

November 3, 2016"
20,2016-11-02 23:24:05,,"Stats
So if you had history happening inside history, you?re the winner tonight. A game tying home run, the first to come in the eighth inning or later, in a World Series Game 7. Rajai Davis is your answer to that pub quiz question."
